,FECHA,FOLIO,PROVEEDOR,DESCRIPCION,TIPO GASTO,IMPORTE,IVA,TOTAL MX
27,2020-01-01,1895,DELIVERYMAIL S.A. DE C.V.,Servicio de Mensajeria Internacional ECONOMY,PAQUETERIA,11913.67,476.55,12390.22
28,2020-01-01,3675,MARISOL MENDOZA CHAVEZ,GAS OXIGENO INDUSTRIAL 10 M3 .,COMPRAS,500.0,80.0,580.0
29,2020-01-01,622,"PRODUCTOS POLIMEX, S.A. DE C.V.",Pago,COMPRAS,0.0,0.0,0.0
30,2020-01-01,623,"PRODUCTOS POLIMEX, S.A. DE C.V.",Pago,COMPRAS,0.0,0.0,0.0
31,2020-01-01,568,TALLER DIGITAL SA DE CV,"SERVICIOS DE CONSULTORIA Y COUCHING
MES DE ENERO 2020",CAPACITACION,4200.0,672.0,4872.0
32,2020-01-01,61202,BEPENSA LEASING S.A. DE C.V.,Pago,ARRENDAMIENTO FINANCIERO,0.0,0.0,0.0
33,2020-01-01,61203,BEPENSA LEASING S.A. DE C.V.,Pago,ARRENDAMIENTO FINANCIERO,0.0,0.0,0.0
34,2020-01-01,420191201898904,"INTERCAM BANCO S.A., INSTITUCION DE BANCA MULTIPLE, INTERCAM GRUPO FINANCIERO",COMISION POR TIMBRADO FISCAL,COMISION BANCARIA,0.01,0.0,0.01
35,2020-01-01,901290,"INDUSTRIA DE REFRESCOS, S. DE R.L. DE C.V.",Epura 20 Lts Policarbonato,COMPRAS,105.0,0.0,105.0
36,2020-01-01,35704,MR MULTISERVICIOS INDUSTRIALES SA DE CV,PERFIL C100 AC NEGRO CA-18,COMPRAS,350.0,56.0,406.0
37,2020-01-01,33336194,EVO PAYMENTS MEXICO S. DE R. L. DE C.V.,COBRO COMIS TAR CRED A NOM EVOPAYMX,COMISION BANCARIA,177.78,28.44,206.22
38,2020-01-01,33363249,EVO PAYMENTS MEXICO S. DE R. L. DE C.V.,COBRO COMIS TAR CRED A NOM EVOPAYMX,COMISION BANCARIA,51.7,8.27,59.97
39,2020-01-01,60503,"AESA ARTICULOS ELECTRICOS, S.A. DE C.V.",CABLE NIQUEL PURO 500° C CAL. 14,COMPRAS,3900.0,561.6,4461.6
40,2020-01-01,60535,"AESA ARTICULOS ELECTRICOS, S.A. DE C.V.",BLOCK CONEXION CUADR. PORC. 441 25 AMPERES,COMPRAS,600.0,96.0,696.0
41,2020-01-01,24356,VICTOR HUGO AGUILAR ARREDONDO,ENCENDEDOR BIC,MTTO LOCAL,516.6,82.66,599.26
42,2020-01-01,5375,"INGRECO, S.A. DE C.V.",OC-708 Cartucho de 17.7mm Ø x 60mm long 250W 250V terminales de 25cms con espagueti,COMPRAS,8260.0,1321.6,9581.6
43,2020-01-01,33400067,EVO PAYMENTS MEXICO S. DE R. L. DE C.V.,COBRO COMIS TAR DEBIT A NOM EVOPAYMX,COMISION BANCARIA,149.22,23.88,173.1
44,2020-01-01,XXXX,TELEFONOS DE MEXICO S.A.B. DE C.V.,Servicios de Telecomunicaciones,TELEFONO,198.0,38.57,236.57
45,2020-01-01,60564,"AESA ARTICULOS ELECTRICOS, S.A. DE C.V.",TERMOSTATO C.A.E.M. 50-300C B.C.,COMPRAS,1400.0,224.0,1624.0
46,2020-01-01,60565,"AESA ARTICULOS ELECTRICOS, S.A. DE C.V.",ALAMBRE NICROMEL 80/20 NO. 24,COMPRAS,3025.75,484.12,3509.87
47,2020-01-01,60566,"AESA ARTICULOS ELECTRICOS, S.A. DE C.V.",ALAMBRE NICROMEL 80/20 NO. 22,COMPRAS,9614.0,1538.24,11152.24
48,2020-01-01,2065866,"ASPEL DE MEXICO, SA DE CV",Suscripción ASPEL-NOI Mensual 1 Usr(s),MTTO COMPUTO,360.0,57.6,417.6
49,2020-01-01,16518370,ADT Private Security Services de México S.A. de C.V.,Monitoreo Dual Com Ret,MTTO LOCAL,1139.12,182.26,1321.3799999999999
50,2020-01-01,6612,ATENCION RAPIDA A CLIENTES TRES SA DE CV,32011                MAGNA,COMBUSTIBLE,1124.95,175.44,1300.39
51,2020-01-01,61109,COMERCIALIZADORA ELECTRICA INDUSTRIAL VAZQUEZ SA DE CV,"TERMOSTATO ROBERTSHAW S 480-36,50 A 300ºC B/CORTO",COMPRAS,9900.0,1584.0,11484.0
52,2020-01-01,61110,COMERCIALIZADORA ELECTRICA INDUSTRIAL VAZQUEZ SA DE CV,CLAVIJA MINI  ZZ-M02-J MALE,COMPRAS,2000.0,320.0,2320.0
53,2020-01-01,165806,ELECTROTERMICA NACIONAL SA DE CV,"Conector mini hembra J, H120-J. (100858-1)",COMPRAS,1687.0,269.92,1956.92
54,2020-01-01,946,GRUPO INDUSTRIAL CASILLAS SA DE  CV,MAQUILA,MAQUILAS GIC,8620.69,1379.31,10000.0
55,2020-01-01,1141,INGRECO SA DE CV,Pago,COMPRAS,0.0,0.0,0.0
56,2020-01-01,10273,"MAVIC DE QUERETARO, SA DE CV",VARIFLEX RED 300WP 3/4,COMPRAS,202.2,32.35,234.54999999999998
57,2020-01-01,61614142,OFFICE DEPOT DE MEXICO SA CV,EXTENSION DE PODER PARA LAPTOP,PAPELERIA,85.34,13.66,99.0
58,2020-01-01,33421903,EVO PAYMENTS MEXICO S. DE R. L. DE C.V.,COBRO COMIS TAR CRED A NOM EVOPAYMX,COMISION BANCARIA,96.83,15.5,112.33
59,2020-01-01,286,Termokew S.A. de C.V. ,Pago,COMPRAS,0.0,0.0,0.0
60,2020-01-01,XXXX,TELEFONOS DE MEXICO S.A.B. DE C.V.,Pago,TELEFONO,0.0,0.0,0.0
61,2020-01-01,2508,TRABAJADORES PROACTIVOS DEL CENTRO SC,Servicios de asesoramiento sobre planificación estratégica,REPARACIONES ELECTRICAS,43698.53,6991.76,50690.29
62,2020-01-01,367,TRABAJADORES PROACTIVOS DEL CENTRO SC,Servicios de asesoramiento sobre planificación estratégica,REPARACIONES ELECTRICAS,4286.71,685.87,4972.58
63,2020-01-01,115751,WILCON INGENIERIA Y DIBUJO SA DE CV,REGISTRADORES S/INDICE CARTA,COMPRAS,2050.95,328.16,2379.1099999999997
64,2020-01-01,60632,"AESA ARTICULOS ELECTRICOS, S.A. DE C.V.",CINTA NICROMEL 80 12.700 X 1.6,COMPRAS,1876.0,300.16,2176.16
65,2020-01-01,60632,"AESA ARTICULOS ELECTRICOS, S.A. DE C.V.",CINTA NICROMEL 80 12.700 X 1.6,COMPRAS,1876.0,300.16,2176.16
66,2020-01-01,61243,COMERCIALIZADORA ELECTRICA INDUSTRIAL VAZQUEZ SA DE CV,BLOCK CERAMICO W-2W5H-8/30 AMP.,COMPRAS,900.0,144.0,1044.0
67,2020-01-01,500,"COMERCIALIZADORA INDUSTRIAL MARR, S. DE R.L. DE C.V.",Pago,COMPRAS,0.0,0.0,0.0
68,2020-01-01,996310,"INDUSTRIA DE REFRESCOS, S. DE R.L. DE C.V.",Epura 20 Lts Policarbonato,COMPRAS,105.0,0.0,105.0
69,2020-01-01,894,ABRAHAM MOLLEDA OLIVARES,"PT-1000 2h de  1&#8260;4 x 2 de longitud con tramo de transición de  5/16 x 1 1&#8260;2 de longitud , con extensión de 1 metro de cable con forro de PVC",COMPRAS,351.0,56.16,407.15999999999997
70,2020-01-01,67418,NOVATEL MEXICANA S.A. DE C.V,"NOVAFLON 0.010"" STD C/A SILICONADO C",COMPRAS,12250.0,1960.0,14210.0
71,2020-01-01,87507,OPERADORA DE SERVICIOS PAQUETEXPRESS SA DE CV,SERVICIOS DE PAQUETERIA Y MENSAJERIA,PAQUETERIA,837.95,134.07,972.02
72,2020-01-01,33457604,EVO PAYMENTS MEXICO S. DE R. L. DE C.V.,COBRO COMIS TAR CRED A NOM EVOPAYMX,COMISION BANCARIA,313.26,50.12,363.38
73,2020-01-01,22616,"PRODUCTOS POLIMEX, S.A. DE C.V.",PLANCHA,COMPRAS,2775.0,444.0,3219.0
74,2020-01-01,10423,Termokew S.A. de C.V. ,PT-100   5  16 pulg diam  x  120 mm  long cabeza mini block de conex de   1  2 pulg  NPT  3 hilos,COMPRAS,855.0,136.8,991.8
75,2020-01-01,10425,Termokew S.A. de C.V. ,PT-100 de  6 mm  de anch  x  21 mm de largo  x  600 de espesor  ext   50 cm de 2 hilos con barreno para tornillo  M4,COMPRAS,326.25,52.2,378.45
76,2020-01-01,152510,"ASPEL DE MEXICO, SA DE CV",Suscripción ASPEL-SAE Mensual 14 Usr(s),MTTO COMPUTO,1955.0,312.8,2267.8
77,2020-01-01,6748,ATENCION RAPIDA A CLIENTES TRES SA DE CV,32011                MAGNA,COMBUSTIBLE,720.74,112.39,833.13
78,2020-01-01,3516952,"COSTCO DE MEXICO, S.A. DE C.V.",FRESA 907 G,NO DEDUCIBLE,0.0,0.0,0.0
79,2020-01-01,11591,OPERADORA DE SERVICIOS PAQUETEXPRESS SA DE CV,Pago,PAQUETERIA,0.0,0.0,0.0
80,2020-01-01,60650,"AESA ARTICULOS ELECTRICOS, S.A. DE C.V.",CABLE NIQUELADO 300° C CAL. 20,COMPRAS,950.0,136.8,1086.8
81,2020-01-01,5089,VICTOR HUGO AGUILAR ARREDONDO,Pago,MTTO LOCAL,0.0,0.0,0.0
82,2020-01-01,61409,COMERCIALIZADORA ELECTRICA INDUSTRIAL VAZQUEZ SA DE CV,CAPUCHON PLASTICO P/TUB 3/8,COMPRAS,2524.0,403.84,2927.84
83,2020-01-01,11344,D PAPEL OUTLET STORE S.A. DE C.V.,Papel especial,PAPELERIA,85.78,13.72,99.5
84,2020-01-01,2922,ELECTROTERMICA NACIONAL SA DE CV,Pago,COMPRAS,0.0,0.0,0.0
85,2020-01-01,165825,ELECTROTERMICA NACIONAL SA DE CV,"CABLE PARA TERMOPAR tipo J, calibre 20, con forro de FIBRA DE VIDRIO, con malla de A.INOX., codigo J-FB-FB-SSB-20S. (100893-1)",COMPRAS,9576.0,1532.16,11108.16
86,2020-01-01,165829,ELECTROTERMICA NACIONAL SA DE CV,"CARTUCHO ALTA CONCENTRACION, diametro 1/4&quot;, largo 3.00&quot;, 300 watts, 120 volts, terminales flexibles desde adentro. Codigo UTXCS002901. (100896-1)",COMPRAS,2779.5,444.72,3224.2200000000003
87,2020-01-01,50,JORGE LUIS GARCIA TRUJILLO,Pago,COMPRAS,0.0,0.0,0.0
88,2020-01-01,51,JORGE LUIS GARCIA TRUJILLO,Pago,COMPRAS,0.0,0.0,0.0
89,2020-01-01,1665,MR MULTISERVICIOS INDUSTRIALES SA DE CV,Pago,COMPRAS,0.0,0.0,0.0
90,2020-01-01,1666,MR MULTISERVICIOS INDUSTRIALES SA DE CV,Pago,COMPRAS,0.0,0.0,0.0
91,2020-01-01,14401,MATERIAS PRIMAS PLASTICOS Y DERIVADOS SA DE CV,ROLLO PCO 20X30X90 REYMA (KG),COMPRAS,106.05,16.97,123.02
92,2020-01-01,67438,NOVATEL MEXICANA S.A. DE C.V,"NOVAFLON 0.032"" SILICONADA ROJA",COMPRAS,3600.0,576.0,4176.0
93,2020-01-01,140,MARIA DEL ROSARIO OVIEDO ORTIZ,Póliza Integral de Servicio,MTTO COMPUTO,4000.0,640.0,4640.0
94,2020-01-01,3353,SANDRA PEREZ AGUILAR,CAJA SANITAS,COMPRAS,1050.0,168.0,1218.0
95,2020-01-01,33485920,EVO PAYMENTS MEXICO S. DE R. L. DE C.V.,COBRO COMIS TAR CRED A NOM EVOPAYMX,COMISION BANCARIA,153.6,24.58,178.18
96,2020-01-01,972,WILCON INGENIERIA Y DIBUJO SA DE CV,Pago,COMPRAS,0.0,0.0,0.0
97,2020-01-01,29363038,Autotransportes de Carga Tresguerras S.A de C.V.,Flete,PAQUETERIA,95.12,15.22,107.31
98,2020-01-01,24377,VICTOR HUGO AGUILAR ARREDONDO,BRASSO LIQUIDO 75 GRS.,MTTO LOCAL,303.0,48.48,351.48
99,2020-01-01,3520520,"COSTCO DE MEXICO, S.A. DE C.V.",QUESO MENONITA 1.1 KG LACTEOS MENONITAS,NO DEDUCIBLE,0.0,0.0,0.0
100,2020-01-01,3520521,"COSTCO DE MEXICO, S.A. DE C.V.",PASTEL 3 LECHES 1 PIEZA 2.250KG KIRKLAND SIGNATURE,NO DEDUCIBLE,0.0,0.0,0.0
101,2020-01-01,3520524,"COSTCO DE MEXICO, S.A. DE C.V.",PECHUGA DE PAVO POR KILO KIRKLAND SIGNATURE,NO DEDUCIBLE,0.0,0.0,0.0
102,2020-01-01,725307,"COSTCO DE MEXICO, S.A. DE C.V.",CHAMARRA PARA CABALLERO CALVIN KLEIN,NO DEDUCIBLE,0.0,0.0,0.0
103,2020-01-01,000042268093,CFE SUMINISTRADOR DE SERVICIOS BASICOS,Energia,ENERGIA ELECTRICA,3001.65,444.68,3446.33
104,2020-01-01,886413,EFECTIVALE S. de R.L. de C.V.,DISPERSION,COMBUSTIBLE,8300.0,48.0,8348.0
105,2020-01-01,00000474,"FORMEX MEXICO, S.A DE C.V.",DEV. PAGO FACTURA F29509,MAQUILAS GIC,83873.0,13419.68,97292.68
106,2020-01-01,144830,"Nueva Wal Mart de México, S. de R. L. de C.V.",PORTALES 454,NO DEDUCIBLE,0.0,0.0,0.0
107,2020-01-01,33522278,EVO PAYMENTS MEXICO S. DE R. L. DE C.V.,COBRO COMIS TAR CRED A NOM EVOPAYMX,COMISION BANCARIA,83.84,13.42,97.26
108,2020-01-01,63480,SANJUANA VARGAS ALMANZA,CLAVIJA INDUSTRIAL ATERRIZADA,COMPRAS,450.0,72.0,522.0
109,2020-01-01,128109,El Crisol S.A. de C.V.,ESCOBILLON P/PROBETA 2590C,MTTO LOCAL,266.4,42.62,309.02
110,2020-01-01,4506,EXI BAJIO SA DE CV,Servicio de Arrendamiento,ARRENDAMIENTO FINANCIERO,2572.5,411.6,2984.1
111,2020-01-01,87763,OPERADORA DE SERVICIOS PAQUETEXPRESS SA DE CV,SERVICIOS DE PAQUETERIA Y MENSAJERIA,PAQUETERIA,813.31,130.13,943.4399999999999
112,2020-01-01,33553022,EVO PAYMENTS MEXICO S. DE R. L. DE C.V.,COBRO COMIS TAR CRED A NOM EVOPAYMX,COMISION BANCARIA,73.09,11.7,84.79
113,2020-01-01,XXXX,TELEFONOS DE MEXICO S.A.B. DE C.V.,Pago,TELEFONO,0.0,0.0,0.0
114,2020-01-01,63608,SANJUANA VARGAS ALMANZA,CONTACTOR 32 AMP 220 VAC CG,COMPRAS,495.0,79.2,574.2
115,2020-01-01,16,"AESA ARTICULOS ELECTRICOS, S.A. DE C.V.",DEVOLUCION DE MERCANCIA BLOCK 441,COMPRAS,-600.0,-96.0,-696.0
116,2020-01-01,29397101,Autotransportes de Carga Tresguerras S.A de C.V.,Pago,PAQUETERIA,0.0,0.0,0.0
117,2020-01-01,4295997,PODER EJECUTIVO DEL ESTADO DE QUERETARO,IMPUESTO SOBRE NOMINA SECTOR PRIVADO,DERECHOS,1390.0,0.0,1390.0
118,2020-01-01,947,GRUPO INDUSTRIAL CASILLAS SA DE  CV,MAQUILA,MAQUILAS GIC,32758.62,5241.38,38000.0
119,2020-01-01,948,GRUPO INDUSTRIAL CASILLAS SA DE  CV,MAQUILA,MAQUILAS GIC,21551.72,3448.28,25000.0
120,2020-01-01,2377,BENJAMÍN MAYA MONDRAGÓN,RESORTES DE 1/4 X 30 MM,COMPRAS,2300.0,368.0,2668.0
121,2020-01-01,33579389,EVO PAYMENTS MEXICO S. DE R. L. DE C.V.,COBRO COMIS TAR CRED A NOM EVOPAYMX,COMISION BANCARIA,228.23,36.52,264.75
122,2020-01-01,1461,"PROMOTORA DE SERVICIOS Y SOLUCIONES EMPRESARIALES, SA DE CV",Pago,HONORARIOS CONTABLES,0.0,0.0,0.0
123,2020-01-01,2531,TRABAJADORES PROACTIVOS DEL CENTRO SC,Servicios de asesoramiento sobre planificación estratégica,REPARACIONES ELECTRICAS,48907.35,7825.17,56732.52
124,2020-01-01,8443,SORHAYA CATALINA BURGUEÑO MEZA,FLETE,PAQUETERIA,10900.0,1744.0,12208.0
125,2020-01-01,6174,SORHAYA CATALINA BURGUEÑO MEZA,Pago,PAQUETERIA,0.0,0.0,0.0
126,2020-01-01,693,"PRODUCTOS JJM, S.A. DE C.V.",Pago,COMPRAS,0.0,0.0,0.0
127,2020-01-01,33616977,EVO PAYMENTS MEXICO S. DE R. L. DE C.V.,COBRO COMIS TAR CRED A NOM EVOPAYMX,COMISION BANCARIA,289.76,46.36,336.12
128,2020-01-01,22667,"PRODUCTOS POLIMEX, S.A. DE C.V.",RESISTENCIA CAC DE ALTA 150W/127V,COMPRAS,1764.0,282.24,2046.24
129,2020-01-01,295988,Seguros El Potosí,PRIMA NETA,SEGUROS,5329.32,852.69,6182.01
130,2020-01-01,XXXX,TELEFONOS DE MEXICO S.A.B. DE C.V.,Servicios de Telecomunicaciones,TELEFONO,336.9,62.09,398.99
131,2020-01-01,XXXX,TELEFONOS DE MEXICO S.A.B. DE C.V.,Servicios de Telecomunicaciones,TELEFONO,267.23,52.06,319.29
132,2020-01-01,189270,"INDUSTRIA DE REFRESCOS, S. DE R.L. DE C.V.",Epura 20 Lts Policarbonato,COMPRAS,140.0,0.0,140.0
133,2020-01-01,XXXX,TELEFONOS DE MEXICO S.A.B. DE C.V.,Pago,TELEFONO,0.0,0.0,0.0
134,2020-01-01,XXXX,TELEFONOS DE MEXICO S.A.B. DE C.V.,Pago,TELEFONO,0.0,0.0,0.0
135,2020-01-01,XXXX,TELEFONOS DE MEXICO S.A.B. DE C.V.,Pago,TELEFONO,0.0,0.0,0.0
136,2020-01-01,60902,"AESA ARTICULOS ELECTRICOS, S.A. DE C.V.",CABLE NIQUEL PURO 500° C CAL. 10,COMPRAS,8650.0,1245.6,9895.6
137,2020-01-01,60905,"AESA ARTICULOS ELECTRICOS, S.A. DE C.V.",ALAMBRE P/RESIST NO 8,COMPRAS,57600.0,8294.4,65894.4
138,2020-01-01,60915,"AESA ARTICULOS ELECTRICOS, S.A. DE C.V.",ALAMBRE P/RESIST NO 19,COMPRAS,1204.17,192.67,1396.8400000000001
139,2020-01-01,1406,"ASOCIACION DE MIPYMES INDUSTRIALES DE QUERETARO, A.C.",Gastos erogados para llevar a cabo Sesión de Asamblea Ordinaria Mensual.,CAPACITACION,250.0,0.0,250.0
140,2020-01-01,2847,"AR PIROMETRIA E INGENIERIA, S.A. DE C.V.",Pago,COMPRAS,0.0,0.0,0.0
141,2020-01-01,7219,ATENCION RAPIDA A CLIENTES TRES SA DE CV,32011                MAGNA,COMBUSTIBLE,1124.82,175.41,1300.23
142,2020-01-01,7223,ATENCION RAPIDA A CLIENTES TRES SA DE CV,32011                MAGNA,COMBUSTIBLE,778.61,121.42,900.03
143,2020-01-01,62010,COMERCIALIZADORA ELECTRICA INDUSTRIAL VAZQUEZ SA DE CV,ALAMBRE DSD CALIBRE 17,COMPRAS,1223.2,195.71,1418.91
144,2020-01-01,893145,EFECTIVALE S. de R.L. de C.V.,DISPERSION,COMBUSTIBLE,10300.0,48.0,10348.0
145,2020-01-01,15277,JORGE ARTURO GONZALEZ HUIZAR,CALIBRACION DE VERNIER,CALIBRACIONES,1320.0,211.2,1531.2
146,2020-01-01,1151,INGRECO SA DE CV,Pago,COMPRAS,0.0,0.0,0.0
147,2020-01-01,4155,ADAN MORALES MEJIA,"Servicio de recuperación de embobinado dos bobinas, ajuste de carbones y secado en horno para moto variador",COMPRAS,7500.0,1200.0,8700.0
148,2020-01-01,1899,Servicios de Instrumentación y Calibraciones de Occidente S.A. de C.V.,"Servicio de calibración 
 de  Termopar Tipo ""J"" de diámetro de 1/4 x  3.5"" de Long.  Ext 10 m.
Puntos de Calibración:  0.0 °C, 20 °C y 65 °C


Método: Por  comparación en Lectura directa.
Trazabilidad a Patrones Nacionales del CENAM

REFERENCIA: OC00785",CALIBRACIONES,3100.0,496.0,3596.0
149,2020-01-01,1309,"TEMPCO MEXICO, S.A. DE C.V.",Pago,COMPRAS,0.0,0.0,0.0
150,2020-01-01,23972,"AESA ARTICULOS ELECTRICOS, S.A. DE C.V.",Pago,COMPRAS,0.0,0.0,0.0
151,2020-01-01,23973,"AESA ARTICULOS ELECTRICOS, S.A. DE C.V.",Pago,COMPRAS,0.0,0.0,0.0
152,2020-01-01,23975,"AESA ARTICULOS ELECTRICOS, S.A. DE C.V.",Pago,COMPRAS,0.0,0.0,0.0
153,2020-01-01,23976,"AESA ARTICULOS ELECTRICOS, S.A. DE C.V.",Pago,COMPRAS,0.0,0.0,0.0
154,2020-01-01,2108502,AUTOBUSES DE LA PIEDAD S.A. DE C.V,"SERVICIO DE TRANSPORTE DE PRIMERA PLUS QROTN-MEX 15/01/2020 COMPLETO, HUGO OLGUIN. VTA REALIZADA EN QUERETARO QUERETARO, Av. 5 de Febrero, Esquina Ep No. , Zona Industrial Queretaro C.P. 76150",TRANSPORTE,314.66,50.34,365.0
155,2020-01-01,2943,ELECTROTERMICA NACIONAL SA DE CV,Pago,COMPRAS,0.0,0.0,0.0
156,2020-01-01,XXXX,FONDO NACIONAL DE INFRAESTRUCTURA,SERVICIO DE PEAJE Y CRUCE CARRETERO SALAMANCA 2020-01-20 13:45:51,PEAJES,344.84,55.16,400.0
157,2020-01-01,14169,HOTEL PLAZA SATELITE SA DE CV,HOSPEDAJE,HOSPEDAJE,730.28,116.84,847.12
158,2020-01-01,201912-E2341533107-16012020-374595,INSTITUTO MEXICANO DEL SEGURO SOCIAL,Cuotas IMSS ,IMSS/INFONAVIT,12143.76,0.0,12143.76
159,2020-01-01,2376,NOVATEL MEXICANA S.A. DE C.V,Pago,COMPRAS,0.0,0.0,0.0
160,2020-01-01,2395,NOVATEL MEXICANA S.A. DE C.V,Pago,COMPRAS,0.0,0.0,0.0
161,2020-01-01,145245,"Nueva Wal Mart de México, S. de R. L. de C.V.",VENT DE PEDE,NO DEDUCIBLE,0.0,0.0,0.0
162,2020-01-01,311939,"OVNI BUS, S.A. DE C.V.",SERVICIO PUBLICO FEDERAL DE TRANSPORTE DE PERSONAS,TRANSPORTE,144.83,23.17,168.0
163,2020-01-01,104905,OPERADORA RIVERA SACRA SA DE CV,Magna,COMBUSTIBLE,519.11,80.89,600.0
164,2020-01-01,104906,OPERADORA RIVERA SACRA SA DE CV,Magna,COMBUSTIBLE,432.6,67.4,500.0
165,2020-01-01,104908,OPERADORA RIVERA SACRA SA DE CV,Premium,COMBUSTIBLE,86.56,13.44,100.0
166,2020-01-01,104909,OPERADORA RIVERA SACRA SA DE CV,Premium,COMBUSTIBLE,86.56,13.44,100.0
167,2020-01-01,33650097,EVO PAYMENTS MEXICO S. DE R. L. DE C.V.,COBRO COMIS TAR CRED A NOM EVOPAYMX,COMISION BANCARIA,239.4,38.3,277.7
168,2020-01-01,60998,"AESA ARTICULOS ELECTRICOS, S.A. DE C.V.",CABLE NIQUELADO 300° C CAL. 16,COMPRAS,3268.0,522.88,3790.88
169,2020-01-01,165947,ELECTROTERMICA NACIONAL SA DE CV,Malla de ac. inox. 3/16. (100999-1),COMPRAS,3648.0,583.68,4231.68
